Label,category,Vocabulary ID,Parent,GrandParent,GreatGrandParent,GreatGreatGrandParent,GreatGreatGreatGrandParent,n
Anisakiasis,C,C01.610.432.060,"Intestinal Diseases, Parasitic",Parasitic Diseases,Infections,NULL,NULL,1
Anosmia,C,C10.597.751.600.500,Olfaction Disorders,Sensation Disorders,Neurologic Manifestations,Nervous System Diseases,NULL,1
Anosmia,C,C23.888.592.763.550.500,Olfaction Disorders,Sensation Disorders,Neurologic Manifestations,Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",1
"Anterior Capsular Rupture, Ocular",C,C11.297.249,Eye Injuries,Eye Diseases,NULL,NULL,NULL,1
Anterior Wall Myocardial Infarction,C,C14.907.585.500.093,Myocardial Infarction,Myocardial Ischemia,Vascular Diseases,Cardiovascular Diseases,NULL,1
Anterior Wall Myocardial Infarction,C,C14.280.647.500.093,Myocardial Infarction,Myocardial Ischemia,Heart Diseases,Cardiovascular Diseases,NULL,1
Anterior Wall Myocardial Infarction,C,C23.550.513.355.750.093,Myocardial Infarction,Infarction,Ischemia,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",1
Anterior Wall Myocardial Infarction,C,C23.550.717.489.750.093,Myocardial Infarction,Infarction,Necrosis,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",1
Anthracosilicosis,C,C24.800.834.201,Silicosis,Pneumoconiosis,Occupational Diseases,NULL,NULL,1
Anthracosilicosis,C,C08.381.483.581.760.125,Silicosis,Pneumoconiosis,"Lung Diseases, Interstitial",Lung Diseases,Respiratory Tract Diseases,1
Anthracosilicosis,C,C08.381.483.581.062.500,Anthracosis,Pneumoconiosis,"Lung Diseases, Interstitial",Lung Diseases,Respiratory Tract Diseases,1
Anthracosilicosis,C,C08.381.520.702.062.500,Anthracosis,Pneumoconiosis,Lung Injury,Lung Diseases,Respiratory Tract Diseases,1
Anthracosilicosis,C,C08.381.520.702.760.125,Silicosis,Pneumoconiosis,Lung Injury,Lung Diseases,Respiratory Tract Diseases,1
Anthracosis,C,C08.381.520.702.062,Pneumoconiosis,Lung Injury,Lung Diseases,Respiratory Tract Diseases,NULL,1
Anthracosis,C,C08.381.483.581.062,Pneumoconiosis,"Lung Diseases, Interstitial",Lung Diseases,Respiratory Tract Diseases,NULL,1
Aortic Coarctation,C,C14.280.400.090,"Heart Defects, Congenital",Heart Diseases,Cardiovascular Diseases,NULL,NULL,1
Aortic Coarctation,C,C14.240.400.090,"Heart Defects, Congenital",Cardiovascular Abnormalities,Cardiovascular Diseases,NULL,NULL,1
Aortic Coarctation,C,C16.131.240.400.090,"Heart Defects, Congenital",Cardiovascular Abnormalities,Congenital Abnormalities,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,1
Aortitis,C,C14.907.109.320,Aortic Diseases,Vascular Diseases,Cardiovascular Diseases,NULL,NULL,1
Aortitis,C,C14.907.940.080,Vasculitis,Vascular Diseases,Cardiovascular Diseases,NULL,NULL,1
"Aphasia, Broca",C,C10.597.606.150.500.800.100.100,Aphasia,Speech Disorders,Language Disorders,Communication Disorders,Neurobehavioral Manifestations,1
"Aphasia, Broca",C,C23.888.592.604.150.500.800.100.100,Aphasia,Speech Disorders,Language Disorders,Communication Disorders,Neurobehavioral Manifestations,1
Argyria,C,C25.723.522.313,Heavy Metal Poisoning,Poisoning,Chemically-Induced Disorders,NULL,NULL,1
Argyria,C,C17.800.621.166,Pigmentation Disorders,Skin Diseases,Skin and Connective Tissue Diseases,NULL,NULL,1
"Arthritis, Experimental",C,C05.550.114.015,Arthritis,Joint Diseases,Musculoskeletal Diseases,NULL,NULL,1
Ascaridiasis,C,C01.610.335.508.700.100.080,Ascaridida Infections,Secernentea Infections,Nematode Infections,Helminthiasis,Parasitic Diseases,1
"Asthma, Occupational",C,C08.127.108.495,Asthma,Bronchial Diseases,Respiratory Tract Diseases,NULL,NULL,1
"Asthma, Occupational",C,C08.674.095.495,Asthma,Respiratory Hypersensitivity,Respiratory Tract Diseases,NULL,NULL,1
"Asthma, Occupational",C,C20.543.480.680.095.495,Asthma,Respiratory Hypersensitivity,"Hypersensitivity, Immediate",Hypersensitivity,Immune System Diseases,1
"Asthma, Occupational",C,C24.102,Occupational Diseases,NULL,NULL,NULL,NULL,1
Astroviridae Infections,C,C01.925.782.105,RNA Virus Infections,Virus Diseases,Infections,NULL,NULL,1
Atrial Premature Complexes,C,C23.550.073.325.050,"Cardiac Complexes, Premature","Arrhythmias, Cardiac",Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,1
Atrial Premature Complexes,C,C14.280.123.375.250,"Cardiac Complexes, Premature",Cardiac Conduction System Disease,Heart Diseases,Cardiovascular Diseases,NULL,1
Atrial Premature Complexes,C,C14.280.067.325.250,"Cardiac Complexes, Premature","Arrhythmias, Cardiac",Heart Diseases,Cardiovascular Diseases,NULL,1
Autolysis,C,C23.550.260.224.617.236,Postmortem Changes,Cadaver,Death,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",1
Azotemia,C,C23.550.145,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,NULL,NULL,1
Azotemia,C,C13.351.968.419.936.231,Uremia,Kidney Diseases,Urologic Diseases,Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,1
Azotemia,C,C12.777.419.936.231,Uremia,Kidney Diseases,Urologic Diseases,Male Urogenital Diseases,NULL,1
Balanitis,C,C12.294.494.136,Penile Diseases,"Genital Diseases, Male",Male Urogenital Diseases,NULL,NULL,1
Balkan Nephropathy,C,C12.777.419.570.643.150,"Nephritis, Interstitial",Nephritis,Kidney Diseases,Urologic Diseases,Male Urogenital Diseases,1
Balkan Nephropathy,C,C13.351.968.419.570.643.150,"Nephritis, Interstitial",Nephritis,Kidney Diseases,Urologic Diseases,Female Urogenital Diseases,1
Basal Ganglia Diseases,C,C10.228.140.079,Brain Diseases,Central Nervous System Diseases,Nervous System Diseases,NULL,NULL,1
Biliary Atresia,C,C06.198.125,Digestive System Abnormalities,Digestive System Diseases,NULL,NULL,NULL,1
Biliary Atresia,C,C06.130.120.123,Bile Duct Diseases,Biliary Tract Diseases,Digestive System Diseases,NULL,NULL,1
Biliary Atresia,C,C16.131.314.125,Digestive System Abnormalities,Congenital Abnormalities,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,1
Bladder Exstrophy,C,C16.131.939.132,Urogenital Abnormalities,Congenital Abnormalities,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,1
Bladder Exstrophy,C,C13.351.968.829.132,Urinary Bladder Diseases,Urologic Diseases,Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,NULL,1
Bladder Exstrophy,C,C13.351.875.132,Urogenital Abnormalities,Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,NULL,NULL,1
Bladder Exstrophy,C,C12.777.829.132,Urinary Bladder Diseases,Urologic Diseases,Male Urogenital Diseases,NULL,NULL,1
Bladder Exstrophy,C,C12.706.132,Urogenital Abnormalities,Male Urogenital Diseases,NULL,NULL,NULL,1
Bland White Garland Syndrome,C,C14.240.850.984.500.500,Arterio-Arterial Fistula,Vascular Fistula,Vascular Malformations,Cardiovascular Abnormalities,Cardiovascular Diseases,1
Bland White Garland Syndrome,C,C14.240.400.210.249,Coronary Vessel Anomalies,"Heart Defects, Congenital",Cardiovascular Abnormalities,Cardiovascular Diseases,NULL,1
Bland White Garland Syndrome,C,C14.907.933.110.500,Arterio-Arterial Fistula,Vascular Fistula,Vascular Diseases,Cardiovascular Diseases,NULL,1
Bland White Garland Syndrome,C,C14.280.400.210.249,Coronary Vessel Anomalies,"Heart Defects, Congenital",Heart Diseases,Cardiovascular Diseases,NULL,1
Bland White Garland Syndrome,C,C16.131.240.850.500.500,Arterio-Arterial Fistula,Vascular Malformations,Cardiovascular Abnormalities,Congenital Abnormalities,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",1
Bland White Garland Syndrome,C,C16.131.240.400.210.249,Coronary Vessel Anomalies,"Heart Defects, Congenital",Cardiovascular Abnormalities,Congenital Abnormalities,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",1
Bland White Garland Syndrome,C,C23.300.575.950.150.500,Arterio-Arterial Fistula,Vascular Fistula,Fistula,"Pathological Conditions, Anatomical","Pathological Conditions, Signs and Symptoms",1
Blast Injuries,C,C26.120.126,Barotrauma,Wounds and Injuries,NULL,NULL,NULL,1
Blastomycosis,C,C17.800.838.208.055,Dermatomycoses,"Skin Diseases, Infectious",Skin Diseases,Skin and Connective Tissue Diseases,NULL,1
Blastomycosis,C,C08.730.435.395,"Lung Diseases, Fungal",Respiratory Tract Infections,Respiratory Tract Diseases,NULL,NULL,1
Blastomycosis,C,C08.381.472.350,"Lung Diseases, Fungal",Lung Diseases,Respiratory Tract Diseases,NULL,NULL,1
Blastomycosis,C,C01.800.200.055,Dermatomycoses,"Skin Diseases, Infectious",Infections,NULL,NULL,1
Blastomycosis,C,C01.748.435.395,"Lung Diseases, Fungal",Respiratory Tract Infections,Infections,NULL,NULL,1
Blastomycosis,C,C01.150.703.534.350,"Lung Diseases, Fungal",Mycoses,Bacterial Infections and Mycoses,Infections,NULL,1
Blastomycosis,C,C01.150.703.302.055,Dermatomycoses,Mycoses,Bacterial Infections and Mycoses,Infections,NULL,1
Blepharitis,C,C11.338.133,Eyelid Diseases,Eye Diseases,NULL,NULL,NULL,1
Blepharospasm,C,C11.338.250,Eyelid Diseases,Eye Diseases,NULL,NULL,NULL,1
"Blindness, Cortical",C,C11.966.075.250,Blindness,Vision Disorders,Eye Diseases,NULL,NULL,1
"Blindness, Cortical",C,C10.597.751.941.162.250,Blindness,Vision Disorders,Sensation Disorders,Neurologic Manifestations,Nervous System Diseases,1
"Blindness, Cortical",C,C23.888.592.763.941.162.250,Blindness,Vision Disorders,Sensation Disorders,Neurologic Manifestations,Signs and Symptoms,1
Bordetella Infections,C,C01.150.252.400.143,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,Infections,NULL,1
Bowen's Disease,C,C04.557.470.700.400.130,"Carcinoma, Squamous Cell","Neoplasms, Squamous Cell","Neoplasms, Glandular and Epithelial",Neoplasms by Histologic Type,Neoplasms,1
Bowen's Disease,C,C04.557.470.200.400.130,"Carcinoma, Squamous Cell",Carcinoma,"Neoplasms, Glandular and Epithelial",Neoplasms by Histologic Type,Neoplasms,1
"Brain Injury, Chronic",C,C10.228.140.140.127,"Brain Damage, Chronic",Brain Diseases,Central Nervous System Diseases,Nervous System Diseases,NULL,1
"Brain Injury, Chronic",C,C10.228.140.199.500,Brain Injuries,Brain Diseases,Central Nervous System Diseases,Nervous System Diseases,NULL,1
"Brain Injury, Chronic",C,C10.900.300.087.250,Brain Injuries,Craniocerebral Trauma,"Trauma, Nervous System",Nervous System Diseases,NULL,1
"Brain Injury, Chronic",C,C26.915.300.200.200,Brain Injuries,Craniocerebral Trauma,"Trauma, Nervous System",Wounds and Injuries,NULL,1
Breast Diseases,C,C17.800.090,Skin Diseases,Skin and Connective Tissue Diseases,NULL,NULL,NULL,1
Bronchial Diseases,C,C08.127,Respiratory Tract Diseases,NULL,NULL,NULL,NULL,1
"Bronchiolitis, Viral",C,C08.127.446.135.321,Bronchiolitis,Bronchitis,Bronchial Diseases,Respiratory Tract Diseases,NULL,1
"Bronchiolitis, Viral",C,C08.381.495.146.135.321,Bronchiolitis,Bronchitis,"Lung Diseases, Obstructive",Lung Diseases,Respiratory Tract Diseases,1
"Bronchiolitis, Viral",C,C08.730.099.135.321,Bronchiolitis,Bronchitis,Respiratory Tract Infections,Respiratory Tract Diseases,NULL,1
"Bronchiolitis, Viral",C,C01.925.109,Virus Diseases,Infections,NULL,NULL,NULL,1
"Bronchiolitis, Viral",C,C01.748.099.135.321,Bronchiolitis,Bronchitis,Respiratory Tract Infections,Infections,NULL,1
Brown-Sequard Syndrome,C,C10.597.622.669.300,Paraplegia,Paralysis,Neurologic Manifestations,Nervous System Diseases,NULL,1
Brown-Sequard Syndrome,C,C23.888.592.636.637.300,Paraplegia,Paralysis,Neurologic Manifestations,Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",1
Brugada Syndrome,C,C14.280.067.322,"Arrhythmias, Cardiac",Heart Diseases,Cardiovascular Diseases,NULL,NULL,1
Brugada Syndrome,C,C14.280.123.250,Cardiac Conduction System Disease,Heart Diseases,Cardiovascular Diseases,NULL,NULL,1
Brugada Syndrome,C,C16.320.100,"Genetic Diseases, Inborn","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,NULL,1
Budd-Chiari Syndrome,C,C14.907.355.830.925.275,Venous Thrombosis,Thrombosis,Embolism and Thrombosis,Vascular Diseases,Cardiovascular Diseases,1
Budd-Chiari Syndrome,C,C06.552.347,Liver Diseases,Digestive System Diseases,NULL,NULL,NULL,1
Bursitis,C,C05.550.251,Joint Diseases,Musculoskeletal Diseases,NULL,NULL,NULL,1
Cadmium Poisoning,C,C25.723.522.625,Heavy Metal Poisoning,Poisoning,Chemically-Induced Disorders,NULL,NULL,1
Cancer Pain,C,C23.888.592.612.212,Pain,Neurologic Manifestations,Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",NULL,1
Capsule Opacification,C,C11.510.245.500,Cataract,Lens Diseases,Eye Diseases,NULL,NULL,1
Carcinogenesis,C,C04.697.098,Neoplastic Processes,Neoplasms,NULL,NULL,NULL,1
Carcinogenesis,C,C23.550.727.098,Neoplastic Processes,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",NULL,NULL,1
"Carcinoma, Adenoid Cystic",C,C04.557.470.200.025.220,Adenocarcinoma,Carcinoma,"Neoplasms, Glandular and Epithelial",Neoplasms by Histologic Type,Neoplasms,1
"Carcinoma, Bronchogenic",C,C04.588.894.797.520.109.220,Bronchial Neoplasms,Lung Neoplasms,Respiratory Tract Neoplasms,Thoracic Neoplasms,Neoplasms by Site,1
"Carcinoma, Bronchogenic",C,C08.785.520.100.220,Bronchial Neoplasms,Lung Neoplasms,Respiratory Tract Neoplasms,Respiratory Tract Diseases,NULL,1
"Carcinoma, Bronchogenic",C,C08.381.540.140,Lung Neoplasms,Lung Diseases,Respiratory Tract Diseases,NULL,NULL,1
"Carcinoma, Medullary",C,C04.557.470.200.025.370.315,"Carcinoma, Neuroendocrine",Adenocarcinoma,Carcinoma,"Neoplasms, Glandular and Epithelial",Neoplasms by Histologic Type,1
"Carcinoma, Medullary",C,C04.557.465.625.650.240.315,"Carcinoma, Neuroendocrine",Neuroendocrine Tumors,Neuroectodermal Tumors,"Neoplasms, Germ Cell and Embryonal",Neoplasms by Histologic Type,1
"Carcinoma, Medullary",C,C04.557.470.615.315,"Neoplasms, Ductal, Lobular, and Medullary","Neoplasms, Glandular and Epithelial",Neoplasms by Histologic Type,Neoplasms,NULL,1
"Carcinoma, Medullary",C,C04.557.580.625.650.240.315,"Carcinoma, Neuroendocrine",Neuroendocrine Tumors,Neuroectodermal Tumors,"Neoplasms, Nerve Tissue",Neoplasms by Histologic Type,1
Cardiac Tamponade,C,C14.280.155,Heart Diseases,Cardiovascular Diseases,NULL,NULL,NULL,1
Cardio-Renal Syndrome,C,C14.280.434.156,Heart Failure,Heart Diseases,Cardiovascular Diseases,NULL,NULL,1
Cardio-Renal Syndrome,C,C13.351.968.419.780.400,Renal Insufficiency,Kidney Diseases,Urologic Diseases,Female Urogenital Diseases,Female Urogenital Diseases and Pregnancy Complications,1
Cardio-Renal Syndrome,C,C12.777.419.780.400,Renal Insufficiency,Kidney Diseases,Urologic Diseases,Male Urogenital Diseases,NULL,1
Catalepsy,C,C10.597.350.200,Dyskinesias,Neurologic Manifestations,Nervous System Diseases,NULL,NULL,1
Catalepsy,C,C23.888.592.350.200,Dyskinesias,Neurologic Manifestations,Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",NULL,1
Cataplexy,C,C10.886.425.800.200.750.500,Narcolepsy,Disorders of Excessive Somnolence,"Sleep Disorders, Intrinsic",Dyssomnias,Sleep Wake Disorders,1
Cat-Scratch Disease,C,C15.604.315.249,Lymphadenitis,Lymphatic Diseases,Hemic and Lymphatic Diseases,NULL,NULL,1
Cat-Scratch Disease,C,C01.150.252.400.126.100.150,Bartonella Infections,Bartonellaceae Infections,Gram-Negative Bacterial Infections,Bacterial Infections,Bacterial Infections and Mycoses,1
Central Nervous System Fungal Infections,C,C01.207.198,Central Nervous System Infections,Infections,NULL,NULL,NULL,1
Central Nervous System Fungal Infections,C,C01.150.703.181,Mycoses,Bacterial Infections and Mycoses,Infections,NULL,NULL,1
Central Nervous System Fungal Infections,C,C10.228.228.198,Central Nervous System Infections,Central Nervous System Diseases,Nervous System Diseases,NULL,NULL,1
Central Nervous System Vascular Malformations,C,C16.131.240.850.875,Vascular Malformations,Cardiovascular Abnormalities,Congenital Abnormalities,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,1
Central Nervous System Vascular Malformations,C,C16.131.666.190,Nervous System Malformations,Congenital Abnormalities,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",NULL,NULL,1
Central Nervous System Vascular Malformations,C,C10.500.190,Nervous System Malformations,Nervous System Diseases,NULL,NULL,NULL,1
Central Nervous System Vascular Malformations,C,C14.240.850.875,Vascular Malformations,Cardiovascular Abnormalities,Cardiovascular Diseases,NULL,NULL,1
Central Serous Chorioretinopathy,C,C11.768.175,Retinal Diseases,Eye Diseases,NULL,NULL,NULL,1
Cerebral Cortical Thinning,C,C10.597.210,Neurologic Manifestations,Nervous System Diseases,NULL,NULL,NULL,1
Cerebral Cortical Thinning,C,C23.300.220,"Pathological Conditions, Anatomical","Pathological Conditions, Signs and Symptoms",NULL,NULL,NULL,1
Cerebral Cortical Thinning,C,C23.888.592.206,Neurologic Manifestations,Signs and Symptoms,"Pathological Conditions, Signs and Symptoms",NULL,NULL,1
Cervical Intraepithelial Neoplasia,C,C04.557.470.200.240.250,Carcinoma in Situ,Carcinoma,"Neoplasms, Glandular and Epithelial",Neoplasms by Histologic Type,Neoplasms,1
Cestode Infections,C,C01.610.335.190,Helminthiasis,Parasitic Diseases,Infections,NULL,NULL,1
Cholangitis,C,C06.130.120.200,Bile Duct Diseases,Biliary Tract Diseases,Digestive System Diseases,NULL,NULL,1
"Cholangitis, Sclerosing",C,C06.130.120.200.110,Cholangitis,Bile Duct Diseases,Biliary Tract Diseases,Digestive System Diseases,NULL,1
Choledocholithiasis,C,C06.130.120.250.174,Common Bile Duct Diseases,Bile Duct Diseases,Biliary Tract Diseases,Digestive System Diseases,NULL,1
Choledocholithiasis,C,C06.130.409.267,Cholelithiasis,Biliary Tract Diseases,Digestive System Diseases,NULL,NULL,1
Cholestasis,C,C06.130.120.135,Bile Duct Diseases,Biliary Tract Diseases,Digestive System Diseases,NULL,NULL,1
Chondrocalcinosis,C,C05.550.354.125,Crystal Arthropathies,Joint Diseases,Musculoskeletal Diseases,NULL,NULL,1
Chondrocalcinosis,C,C05.550.114.264,Arthritis,Joint Diseases,Musculoskeletal Diseases,NULL,NULL,1
Chondrosarcoma,C,C04.557.450.795.300,Sarcoma,"Neoplasms, Connective and Soft Tissue",Neoplasms by Histologic Type,Neoplasms,NULL,1
Chondrosarcoma,C,C04.557.450.565.280,"Neoplasms, Connective Tissue","Neoplasms, Connective and Soft Tissue",Neoplasms by Histologic Type,Neoplasms,NULL,1
Chronic Periodontitis,C,C07.465.714.533.324,Periodontitis,Periodontal Diseases,Mouth Diseases,Stomatognathic Diseases,NULL,1
Chronic Urticaria,C,C20.543.480.904.533,Urticaria,"Hypersensitivity, Immediate",Hypersensitivity,Immune System Diseases,NULL,1
Chronic Urticaria,C,C17.800.862.945.533,Urticaria,"Skin Diseases, Vascular",Skin Diseases,Skin and Connective Tissue Diseases,NULL,1
Circoviridae Infections,C,C01.925.256.200,DNA Virus Infections,Virus Diseases,Infections,NULL,NULL,1
Clonorchiasis,C,C01.610.335.865.148,Trematode Infections,Helminthiasis,Parasitic Diseases,Infections,NULL,1
Coccidioidomycosis,C,C01.150.703.203,Mycoses,Bacterial Infections and Mycoses,Infections,NULL,NULL,1
Colitis-Associated Neoplasms,C,C04.588.274.476.411.307.180.400,Colonic Neoplasms,Colorectal Neoplasms,Intestinal Neoplasms,Gastrointestinal Neoplasms,Digestive System Neoplasms,1
