Label,category,Vocabulary ID,Parent,GrandParent,n
Nonmuscle Myosin Type IIA,D,D12.776.220.525.475.475.249,Myosin Type II,Myosins,1
Nonmuscle Myosin Type IIA,D,D08.811.277.040.025.193.750.750.374,Myosin Type II,Myosins,1
Nonmuscle Myosin Type IIA,D,D05.750.078.730.475.475.249,Myosin Type II,Myosins,1
Nonmuscle Myosin Type IIB,D,D05.750.078.730.475.475.500,Myosin Type II,Myosins,1
Nonmuscle Myosin Type IIB,D,D08.811.277.040.025.193.750.750.500,Myosin Type II,Myosins,1
Nonmuscle Myosin Type IIB,D,D12.776.220.525.475.475.500,Myosin Type II,Myosins,1
Nonmuscle Myosin Type IIB,D,D12.776.210.500.600.470.500,Myosin Type II,Myosins,1
Non-Smokers,M,M01.482,Persons,NULL,1
Nontherapeutic Human Experimentation,H,H01.770.644.145.365.750,Human Experimentation,Biomedical Research,1
Nontherapeutic Human Experimentation,E,E05.445.750,Human Experimentation,Investigative Techniques,1
Nootropic Agents,D,D27.505.954.427.637,Central Nervous System Agents,Therapeutic Uses,1
No-Reflow Phenomenon,C,C23.550.513.677,Ischemia,Pathologic Processes,1
Norethindrone Acetate,D,D04.210.500.668.651.693.651.500,Norethindrone,Norpregnenes,1
Norgestrel,D,D04.210.500.668.651.693.762,Norpregnenes,Norpregnanes,1
Norleucine,D,D12.125.213.568,Aminocaproates,Amino Acids,1
Norwalk virus,B,B04.820.578.298.550.500,Norovirus,Caliciviridae,1
Nose Diseases,C,C09.603,Otorhinolaryngologic Diseases,NULL,1
Nose Diseases,C,C08.460,Respiratory Tract Diseases,NULL,1
No-Show Patients,F,F01.100.150.750.500.600.750,Patient Compliance,Patient Acceptance of Health Care,1
No-Show Patients,F,F01.145.488.887.500.600.750,Patient Compliance,Patient Acceptance of Health Care,1
No-Show Patients,M,M01.643.550,Patients,Persons,1
No-Show Patients,N,N04.452.758.635.500,Office Visits,Professional Practice,1
No-Show Patients,N,N05.300.150.800.500.600.750,Patient Compliance,Patient Acceptance of Health Care,1
Nuchal Translucency Measurement,E,E01.370.378.630.865.500,"Ultrasonography, Prenatal",Prenatal Diagnosis,1
Nuchal Translucency Measurement,E,E01.370.350.850.865.500,"Ultrasonography, Prenatal",Ultrasonography,1
Nuclear Lamina,A,A11.284.835.514.700.500,Nuclear Envelope,Intracellular Membranes,1
Nuclear Lamina,A,A11.284.149.165.630.500,Nuclear Envelope,Cell Membrane Structures,1
Nuclear Lamina,A,A11.284.430.106.279.692.314,Nuclear Envelope,Cell Nucleus Structures,1
Nuclear Lamina,A,A11.284.430.106.279.345.700.700,Nuclear Matrix,Intranuclear Space,1
Nuclear Pore,A,A11.284.430.106.279.692.630,Nuclear Envelope,Cell Nucleus Structures,1
Nuclear Receptor Co-Repressor 1,D,D12.776.930.780.625.374,Co-Repressor Proteins,Repressor Proteins,1
"Nuclear Receptor Subfamily 1, Group F, Member 1",D,D12.776.826.209.100,Orphan Nuclear Receptors,"Receptors, Cytoplasmic and Nuclear",1
"Nuclear Receptor Subfamily 1, Group F, Member 1",D,D12.776.476.156.437,Circadian Rhythm Signaling Peptides and Proteins,Intracellular Signaling Peptides and Proteins,1
"Nuclear Receptor Subfamily 1, Group F, Member 1",D,D12.776.260.643.100,Orphan Nuclear Receptors,DNA-Binding Proteins,1
Nuclear Weapons,J,J01.637.870.900.575,Weapons of Mass Destruction,Weapons,1
Nuclear Weapons,J,J01.637.870.175.500,Bombs,Weapons,1
Nucleic Acid Probes,D,D13.444.600,Nucleic Acids,"Nucleic Acids, Nucleotides, and Nucleosides",1
Nucleic Acid Probes,D,D27.720.470.530.600,Molecular Probes,Laboratory Chemicals,1
Nucleic Acid Probes,D,D27.505.259.750.600,Molecular Probes,Diagnostic Uses of Chemicals,1
Nucleic Acid Synthesis Inhibitors,D,D27.505.519.389.675,Enzyme Inhibitors,Molecular Mechanisms of Pharmacological Action,1
Nucleobase Transport Proteins,D,D12.776.543.585.625.500,"Nucleobase, Nucleoside, Nucleotide, and Nucleic Acid Transport Proteins",Membrane Transport Proteins,1
Nucleobase Transport Proteins,D,D12.776.157.530.625.500,"Nucleobase, Nucleoside, Nucleotide, and Nucleic Acid Transport Proteins",Membrane Transport Proteins,1
Nucleoside-Triphosphatase,D,D08.811.277.040.465,Acid Anhydride Hydrolases,Hydrolases,1
Nucleotide Deaminases,D,D08.811.277.151.653,Aminohydrolases,Hydrolases,1
"Nucleotides, Cyclic",D,D13.695.462,Nucleotides,"Nucleic Acids, Nucleotides, and Nucleosides",1
"Nurses, Neonatal",M,M01.526.485.650.648.940.500,"Nurses, Pediatric",Nurse Specialists,1
"Nurses, Neonatal",N,N02.360.650.648.940.500,"Nurses, Pediatric",Nurse Specialists,1
Nursing Diagnosis,N,N04.590.233.508.480.110,Nursing Assessment,Nursing Process,1
Nursing Process,N,N04.590.233.508,Comprehensive Health Care,Patient Care Management,1
"Nursing Service, Hospital",N,N04.452.442.452.422.489,Hospital Departments,Hospital Administration,1
"Nursing Service, Hospital",N,N02.421.539.180,Nursing Services,Health Services,1
"Nursing Service, Hospital",N,N02.278.216.500.968.489,Hospital Departments,Hospital Administration,1
"Nursing, Team",N,N04.590.715.571,Patient Care Team,Patient Care Management,1
Nutrigenomics,H,H02.533.468,Nutritional Sciences,Health Occupations,1
Nutrigenomics,H,H01.158.273.343.350.349,Genomics,Genetics,1
Nutrigenomics,H,H01.158.273.180.350.349,Genomics,Computational Biology,1
Nutritionists,M,M01.526.485.695,Health Personnel,Occupational Groups,1
Nutritionists,N,N02.360.695,Health Personnel,"Health Care Facilities, Manpower, and Services",1
"Nystagmus, Congenital",C,C10.292.562.675.300,"Nystagmus, Pathologic",Ocular Motility Disorders,1
"Nystagmus, Congenital",C,C11.590.400.300,"Nystagmus, Pathologic",Ocular Motility Disorders,1
"Nystagmus, Congenital",C,C16.614.643,"Infant, Newborn, Diseases","Congenital, Hereditary, and Neonatal Diseases and Abnormalities",1
Nystatin,D,D02.540.505.575,Macrolides,Lactones,1
Obesity Management,E,E02.650,Therapeutics,NULL,1
Obesity Management,N,N02.421.726.407.579.650.500,Weight Reduction Programs,Health Promotion,1
Obesity Management,N,N04.590.607.250,Disease Management,Patient Care Management,1
Obsessive Behavior,F,F01.145.126.950,Behavioral Symptoms,Behavior,1
Obstetric Nursing,N,N02.421.533.571,Nursing Care,Health Services,1
Obstetric Nursing,H,H02.478.676.570,"Specialties, Nursing",Nursing,1
Obstetrical Forceps,E,E07.858.700.650,Surgical Instruments,Surgical Equipment,1
Occlusion Body Matrix Proteins,D,D12.776.964.970.650,Viral Structural Proteins,Viral Proteins,1
Ocimum basilicum,B,B01.650.940.800.575.912.250.583.520.647.500,Ocimum,Lamiaceae,1
Octamer Transcription Factor-1,D,D12.776.930.710.500.100,Octamer Transcription Factors,POU Domain Factors,1
Octamer Transcription Factor-1,D,D12.776.260.655.500.100,Octamer Transcription Factors,POU Domain Factors,1
Octreotide,D,D12.644.641.650,"Peptides, Cyclic",Peptides,1
Octreotide,D,D04.345.566.650,"Peptides, Cyclic",Macrocyclic Compounds,1
Ocular Hypotension,C,C11.540,Eye Diseases,NULL,1
Ocular Physiological Phenomena,G,G14,NULL,NULL,1
Office Automation,N,N04.452.515.708,Management Information Systems,Organization and Administration,1
Off-Road Motor Vehicles,J,J01.937.500.600,Motor Vehicles,Transportation,1
Olea,B,B01.650.940.800.575.912.250.583.640.666,Oleaceae,Lamiales,1
Olfaction Disorders,C,C10.597.751.600,Sensation Disorders,Neurologic Manifestations,1
Olfaction Disorders,C,C23.888.592.763.550,Sensation Disorders,Neurologic Manifestations,1
Olfactometry,E,E01.370.376.625,"Diagnostic Techniques, Neurological",Diagnostic Techniques and Procedures,1
Olfactometry,E,E05.638,Investigative Techniques,NULL,1
Oligochaeta,B,B01.050.500.091.657,Annelida,Invertebrates,1
Oligodendroglia,A,A11.650.600,Neuroglia,Cells,1
Oligodendroglia,A,A08.637.600,Neuroglia,Nervous System,1
Oligohydramnios,C,C13.703.560,Pregnancy Complications,Female Urogenital Diseases and Pregnancy Complications,1
Oligomenorrhea,C,C23.550.568.937,Menstruation Disturbances,Pathologic Processes,1
Oligomycins,D,D02.540.505.620,Macrolides,Lactones,1
Oliguria,C,C23.888.942.400,Urological Manifestations,Signs and Symptoms,1
Oliguria,C,C13.351.968.934.600,Urination Disorders,Urologic Diseases,1
Oliguria,C,C12.777.934.600,Urination Disorders,Urologic Diseases,1
Omalizumab,D,D12.776.377.715.548.114.224.200.844,"Antibodies, Monoclonal, Humanized","Antibodies, Monoclonal",1
Omalizumab,D,D12.776.377.715.548.114.071.500,"Antibodies, Anti-Idiotypic",Antibodies,1
Omalizumab,D,D12.776.124.790.651.114.224.060.844,"Antibodies, Monoclonal, Humanized","Antibodies, Monoclonal",1
Omalizumab,D,D12.776.124.790.651.114.071.500,"Antibodies, Anti-Idiotypic",Antibodies,1
Omalizumab,D,D12.776.124.486.485.114.224.060.844,"Antibodies, Monoclonal, Humanized","Antibodies, Monoclonal",1
Omalizumab,D,D12.776.124.486.485.114.071.500,"Antibodies, Anti-Idiotypic",Antibodies,1
Omeprazole,D,D02.886.640.074.500,2-Pyridinylmethylsulfinylbenzimidazoles,Sulfoxides,1
Omeprazole,D,D03.633.100.103.034.500,2-Pyridinylmethylsulfinylbenzimidazoles,Benzimidazoles,1
Omeprazole,D,D03.383.725.024.500,2-Pyridinylmethylsulfinylbenzimidazoles,Pyridines,1
Oncogene Protein p21(ras),D,D08.811.277.040.330.300.400.500.300,ras Proteins,Monomeric GTP-Binding Proteins,1
Oncogene Protein p21(ras),D,D12.776.157.325.515.500.300,ras Proteins,Monomeric GTP-Binding Proteins,1
Oncogene Protein p21(ras),D,D12.644.360.525.500.300,ras Proteins,Monomeric GTP-Binding Proteins,1
Oncogene Protein p21(ras),D,D12.776.964.775.750.710,"Retroviridae Proteins, Oncogenic",Retroviridae Proteins,1
Oncogene Protein p21(ras),D,D12.776.964.700.750.710,"Retroviridae Proteins, Oncogenic","Oncogene Proteins, Viral",1
Oncogene Protein p21(ras),D,D12.776.624.664.520.750.710,"Retroviridae Proteins, Oncogenic","Oncogene Proteins, Viral",1
Oncogene Protein p21(ras),D,D12.776.476.525.500.300,ras Proteins,Monomeric GTP-Binding Proteins,1
Ondansetron,D,D03.633.100.473.144.500,Carbazoles,Indoles,1
Ondansetron,D,D03.633.300.148.500,Carbazoles,"Heterocyclic Compounds, 3-Ring",1
Ondansetron,D,D03.383.129.308.690,Imidazoles,Azoles,1
Online Social Networking,L,L01.143.910.250,Social Networking,Communication,1
O'nyong-nyong Virus,B,B04.820.578.875.054.586,Alphavirus,Togaviridae,1
Open Access Publishing,L,L01.737.569,Publishing,Information Science,1
Open Bite,C,C07.793.494.825,Malocclusion,Tooth Diseases,1
Open Fracture Reduction,E,E04.555.300.690,Fracture Fixation,Orthopedic Procedures,1
Operative Blood Salvage,E,E04.936.537.687,Tissue and Organ Harvesting,Transplantation,1
Ophthalmoscopes,E,E07.230.540,Diagnostic Equipment,Equipment and Supplies,1
Opiate Alkaloids,D,D03.132.577,Alkaloids,Heterocyclic Compounds,1
Opioid Peptides,D,D12.644.400.575,Neuropeptides,Peptides,1
Opioid Peptides,D,D12.776.631.650.575,Neuropeptides,Nerve Tissue Proteins,1
Opisthorchiasis,C,C01.610.335.865.685,Trematode Infections,Helminthiasis,1
Opisthorchidae,B,B01.050.500.500.736.715.520,Trematoda,Platyhelminths,1
Opisthorchis,B,B01.050.500.500.736.715.520.700,Opisthorchidae,Trematoda,1
"Optic Atrophy, Hereditary, Leber",C,C11.640.451.451.400,"Optic Atrophies, Hereditary",Optic Atrophy,1
"Optic Atrophy, Hereditary, Leber",C,C10.574.500.662.400,"Optic Atrophies, Hereditary","Heredodegenerative Disorders, Nervous System",1
"Optic Atrophy, Hereditary, Leber",C,C11.270.564.400,"Optic Atrophies, Hereditary","Eye Diseases, Hereditary",1
"Optic Atrophy, Hereditary, Leber",C,C10.292.700.225.500.400,"Optic Atrophies, Hereditary",Optic Atrophy,1
"Optic Atrophy, Hereditary, Leber",C,C16.320.400.630.400,"Optic Atrophies, Hereditary","Heredodegenerative Disorders, Nervous System",1
"Optic Atrophy, Hereditary, Leber",C,C16.320.290.564.400,"Optic Atrophies, Hereditary","Eye Diseases, Hereditary",1
"Optic Atrophy, Hereditary, Leber",C,C18.452.660.670,Mitochondrial Diseases,Metabolic Diseases,1
ORAI1 Protein,D,D12.776.543.550.450.150.740.500,Calcium Release Activated Calcium Channels,Calcium Channels,1
ORAI1 Protein,D,D12.776.543.585.400.150.740.500,Calcium Release Activated Calcium Channels,Calcium Channels,1
ORAI1 Protein,D,D12.776.157.530.400.150.740.500,Calcium Release Activated Calcium Channels,Calcium Channels,1
Oral Surgical Procedures,E,E06.645,Dentistry,NULL,1
Oral Surgical Procedures,E,E04.545,"Surgical Procedures, Operative",NULL,1
Oral Ulcer,C,C07.465.672,Mouth Diseases,Stomatognathic Diseases,1
Orbital Myositis,C,C05.651.594.728,Myositis,Muscular Diseases,1
Orbital Myositis,C,C10.668.491.562.537,Myositis,Muscular Diseases,1
Orbital Myositis,C,C11.675.426,Orbital Diseases,Eye Diseases,1
Orbital Pseudotumor,C,C11.675.679,Orbital Diseases,Eye Diseases,1
Orchiopexy,E,E04.950.774.860.619,"Urologic Surgical Procedures, Male",Urologic Surgical Procedures,1
Organ Preservation Solutions,D,D26.776.675,Solutions,Pharmaceutical Preparations,1
"Organic Anion Transporters, Sodium-Dependent",D,D12.776.543.585.450.074.500.812,Organic Anion Transporters,Anion Transport Proteins,1
"Organic Anion Transporters, Sodium-Dependent",D,D12.776.157.530.450.074.500.687,Organic Anion Transporters,Anion Transport Proteins,1
Organizational Affiliation,N,N04.452.602,Organization and Administration,Health Services Administration,1
Organothiophosphates,D,D02.886.300.692,Organothiophosphorus Compounds,Sulfur Compounds,1
Organothiophosphates,D,D02.705.400.625,Organophosphates,Organophosphorus Compounds,1
Organothiophosphates,D,D02.705.539.345,Organothiophosphorus Compounds,Organophosphorus Compounds,1
Origin Recognition Complex,D,D12.776.260.640,DNA-Binding Proteins,Proteins,1
Ornithine Carbamoyltransferase,D,D08.811.913.555.275.600,Carboxyl and Carbamoyl Transferases,One-Carbon Group Transferases,1
Ornithine Decarboxylase,D,D08.811.520.224.125.425,Carboxy-Lyases,Carbon-Carbon Lyases,1
Orphanages,J,J03.775.640,Residential Facilities,Non-Medical Public and Private Facilities,1
ortho-Aminobenzoates,D,D02.241.223.100.050.400,Aminobenzoates,Benzoates,1
ortho-Aminobenzoates,D,D02.455.426.559.389.127.020.906,Aminobenzoates,Benzoates,1
Orthodontic Appliance Design,E,E06.658.450,Orthodontics,Dentistry,1
Orthodontic Appliance Design,E,E06.912.675,"Technology, Dental",Dentistry,1
Orthodontic Appliance Design,E,E05.320.274,Equipment Design,Investigative Techniques,1
"Orthodontic Appliances, Fixed",E,E06.658.453.255,Orthodontic Appliances,Orthodontics,1
"Orthodontic Appliances, Functional",E,E06.658.453.560,Orthodontic Appliances,Orthodontics,1
Orthopedic Equipment,E,E07.858.442,Surgical Equipment,Equipment and Supplies,1
Orthopedic Surgeons,M,M01.526.485.810.910.875,Surgeons,Physicians,1
Orthopedic Surgeons,N,N02.360.810.910.875,Surgeons,Physicians,1
Orthopoxvirus,B,B04.280.650.160.650,Chordopoxvirinae,Poxviridae,1
Oryzias,B,B01.050.150.900.493.850.139.650,Beloniformes,Smegmamorpha,1
Osteitis Deformans,C,C05.116.692,Bone Diseases,Musculoskeletal Diseases,1
Osteopetrosis,C,C05.116.099.708.702.678,Osteosclerosis,Osteochondrodysplasias,1
Ostomy,E,E04.579,"Surgical Procedures, Operative",NULL,1
Otitis,C,C09.218.705,Ear Diseases,Otorhinolaryngologic Diseases,1
"Otoacoustic Emissions, Spontaneous",G,G07.888.500.750,Hearing,Vestibulocochlear Physiological Phenomena,1
"Otoacoustic Emissions, Spontaneous",G,G11.561.790.263.570,Hearing,Sensation,1
Otorhinolaryngologic Neoplasms,C,C09.647,Otorhinolaryngologic Diseases,NULL,1
Otorhinolaryngologic Neoplasms,C,C04.588.443.665,Head and Neck Neoplasms,Neoplasms by Site,1
Ototoxicity,C,C09.218.788,Ear Diseases,Otorhinolaryngologic Diseases,1
Ototoxicity,C,C25.100.656,Drug-Related Side Effects and Adverse Reactions,Chemically-Induced Disorders,1
Ototoxicity,C,C26.733.650,Radiation Injuries,Wounds and Injuries,1
Ototoxicity,C,C23.550.753,Pathologic Processes,"Pathological Conditions, Signs and Symptoms",1
Ototoxicity,G,G01.750.748.500.650,Radiation Injuries,Radiation Exposure,1
Ovarian Cysts,C,C19.391.630.580,Ovarian Diseases,Gonadal Disorders,1
Ovarian Cysts,C,C13.351.500.056.630.580,Ovarian Diseases,Adnexal Diseases,1
Ovarian Cysts,C,C04.182.612,Cysts,Neoplasms,1
Oviparity,G,G08.686.650,Reproductive Physiological Phenomena,Reproductive and Urinary Physiological Phenomena,1
OX40 Ligand,D,D12.644.276.374.750.531,Tumor Necrosis Factors,Cytokines,1
OX40 Ligand,D,D12.776.395.550.597,Membrane Glycoproteins,Glycoproteins,1
OX40 Ligand,D,D12.776.543.550.590,Membrane Glycoproteins,Membrane Proteins,1
OX40 Ligand,D,D12.776.467.374.750.531,Tumor Necrosis Factors,Cytokines,1
OX40 Ligand,D,D12.776.465.813,Immune Checkpoint Proteins,Proteins,1
OX40 Ligand,D,D23.529.374.750.531,Tumor Necrosis Factors,Cytokines,1
Oxazolone,D,D03.383.129.462.620,Oxazoles,Azoles,1
"Oxidants, Photochemical",D,D27.720.642.631,Oxidants,Specialty Uses of Chemicals,1
"Oxidants, Photochemical",D,D27.888.569.540.631,Oxidants,Noxae,1
Oxidopamine,D,D02.455.426.559.389.657.166.175.342.478.650,Hydroxydopamines,Dopamine,1
Oxidopamine,D,D02.092.311.342.478.650,Hydroxydopamines,Dopamine,1
Oxidoreductases Acting on CH-NH Group Donors,D,D08.811.682.662,Oxidoreductases,Enzymes,1
Oxindoles,D,D03.132.436.511,Indole Alkaloids,Alkaloids,1
Oxindoles,D,D03.633.100.473.402.528,Indole Alkaloids,Indoles,1
Oxindoles,D,D03.633.100.496.500.500.511,Indole Alkaloids,Indolizidines,1
Oxo-Acid-Lyases,D,D08.811.520.224.600,Carbon-Carbon Lyases,Lyases,1
Oxygen Radioisotopes,D,D01.362.670.300.600,Oxygen Isotopes,Oxygen,1
Oxygen Radioisotopes,D,D01.496.625.600,Oxygen Isotopes,Isotopes,1
Oxygen Radioisotopes,D,D01.496.749.635,Radioisotopes,Isotopes,1
Oxygen Radioisotopes,D,D01.268.185.550.500.600,Oxygen Isotopes,Oxygen,1
Oxygenases,D,D08.811.682.690,Oxidoreductases,Enzymes,1
"Oxygenators, Membrane",E,E07.652.582,Oxygenators,Equipment and Supplies,1
Oxylipins,D,D10.251.355.645,"Fatty Acids, Unsaturated",Fatty Acids,1
Oxysterols,D,D10.570.938.208.825,Cholesterol,Sterols,1
Oxysterols,D,D04.210.500.247.808.197.800,Cholesterol,Sterols,1
Oxysterols,D,D04.210.500.247.222.284.800,Cholesterol,Cholestenes,1
p21-Activated Kinases,D,D08.811.913.696.620.682.700.596,Protein-Serine-Threonine Kinases,Protein Kinases,1
p21-Activated Kinases,D,D12.644.360.552,Intracellular Signaling Peptides and Proteins,Peptides,1
p21-Activated Kinases,D,D12.776.476.548,Intracellular Signaling Peptides and Proteins,Proteins,1
Pacific Ocean,Z,Z01.756.700,Oceans and Seas,Geographic Locations,1
Pacific States,Z,Z01.107.567.875.580,United States,North America,1
Pain Clinics,N,N02.278.216.500.968.527.600,"Outpatient Clinics, Hospital",Hospital Departments,1
Pain Clinics,N,N02.278.035.380.600,"Outpatient Clinics, Hospital",Ambulatory Care Facilities,1
Pain Clinics,N,N04.452.442.452.422.527.600,"Outpatient Clinics, Hospital",Hospital Departments,1
Pain Threshold,G,G11.561.790.444.700,Pain,Sensation,1
Pain Threshold,F,F02.463.593.710.560,Sensory Thresholds,Perception,1
Pain Threshold,F,F02.830.816.444.700,Pain,Sensation,1
Paired Box Transcription Factors,D,D12.776.930.700,Transcription Factors,Proteins,1
Paired Box Transcription Factors,D,D12.776.260.645,DNA-Binding Proteins,Proteins,1
Palladium,D,D01.268.556.680,"Metals, Heavy",Elements,1
Palladium,D,D01.268.956.718,Transition Elements,Elements,1
Palladium,D,D01.552.544.680,"Metals, Heavy",Metals,1
Palpation,E,E01.370.600.600,Physical Examination,Diagnostic Techniques and Procedures,1
Panax,B,B01.650.940.800.575.912.250.087.500,Araliaceae,Magnoliopsida,1
Pancreas Transplantation,E,E04.936.450.650,Organ Transplantation,Transplantation,1
Pancreas Transplantation,E,E04.210.725,Digestive System Surgical Procedures,"Surgical Procedures, Operative",1
Pancreatic alpha-Amylases,D,D08.811.277.450.066.050.249,alpha-Amylases,Amylases,1
Pancreatic Elastase,D,D08.811.277.656.300.760.560,Serine Endopeptidases,Endopeptidases,1
Pancreatic Elastase,D,D08.811.277.656.959.350.560,Serine Endopeptidases,Serine Proteases,1
Panic Disorder,F,F03.080.700,Anxiety Disorders,Mental Disorders,1
Pannus,B,B03.280.622,Cyanobacteria,Bacteria,1
Pannus,B,B03.440.475.100.622,Cyanobacteria,Gram-Negative Oxygenic Photosynthetic Bacteria,1
Panophthalmitis,C,C01.150.252.289.900.675,"Uveitis, Suppurative","Eye Infections, Bacterial",1
Panophthalmitis,C,C01.375.354.900.675,"Uveitis, Suppurative","Eye Infections, Bacterial",1
Panophthalmitis,C,C01.375.450.900.675,"Uveitis, Suppurative","Eye Infections, Fungal",1
Panophthalmitis,C,C01.150.703.320.900.675,"Uveitis, Suppurative","Eye Infections, Fungal",1
